ID,deck,front,back,tags,note_type,media
113,PMBOK6 - Core Terms,What personality trait involves sensitivity to other cultures and norms?,Cultural,KA::Integration ECO::People,Basic,
114,PMBOK6 - Core Terms,Which trait relates to perceiving and managing emotions?,Emotional,KA::Integration ECO::People,Basic,
115,PMBOK6 - Core Terms,Which trait reflects a measure of intelligence across various aptitudes?,Intellectual,KA::Integration ECO::People,Basic,
116,PMBOK6 - Core Terms,What trait involves understanding and applying effective management practices?,Managerial,KA::Integration ECO::People,Basic,
117,PMBOK6 - Core Terms,Which trait helps a project manager influence decisions and navigate politics?,Political,KA::Integration ECO::People,Basic,
118,PMBOK6 - Core Terms,What trait indicates a project manager's willingness to help others?,Service-oriented,KA::Integration ECO::People,Basic,
119,PMBOK6 - Core Terms,Which personality trait is about understanding and managing people?,Social,KA::Integration ECO::People,Basic,
120,PMBOK6 - Core Terms,What does systemic personality refer to?,The drive to understand and build systems.,KA::Integration ECO::People,Basic,
122,PMBOK6 - Core Terms,{{c1::Integration at the process level}} involves managing changes and dependencies among project activities.,Integration at the process level,KA::Integration ECO::Process,Cloze,
124,PMBOK6 - Core Terms,"{{c1::Integration at the cognitive level}} draws upon the project manager's judgment, insight, and skill.",Integration at the cognitive level,KA::Integration ECO::People,Cloze,
126,PMBOK6 - Core Terms,"{{c1::Integration at the context level}} requires consideration of multicultural teams, virtual environments, and social networks.",Integration at the context level,KA::Integration ECO::Business,Cloze,
127,PMBOK6 - Core Terms,What are the three dimensions of complexity in a project?,"System behavior, Human behavior, and Ambiguity.",KA::Integration ECO::Process,Basic,
128,PMBOK6 - Core Terms,"{{c1::System behavior, human behavior, and ambiguity}} are the three key sources of project complexity.","System behavior, human behavior, and ambiguity",KA::Integration ECO::Process,Cloze,
132,PMBOK6 - Core Terms,"{{c1::Project Integration Management}} involves ensuring the deliverable due dates, life cycle, and benefits plan are aligned.",Project Integration Management,KA::Integration ECO::Process PG::Planning,Cloze,
134,PMBOK6 - Core Terms,"{{c1::Hybrid methodologies}} are emerging in Project Integration Management, combining agile, business analysis, and change management techniques.",Hybrid methodologies,KA::Integration ECO::Business PG::Executing,Cloze,
136,PMBOK6 - Core Terms,{{c1::Adaptive environments}} emphasize collaboration and local domain expertise in integration management.,Adaptive environments,KA::Integration ECO::People PG::Executing,Cloze,
139,PMBOK6 - Core Terms,What type of document provides a direct link between the project and the strategic objectives of the organization?,The project charter.,KA::Integration PG::Initiating ECO::Strategy,Basic,
142,PMBOK6 - Core Terms,Which tool or technique would be most useful in gathering initial requirements and success criteria from stakeholders?,Interviews.,KA::Integration PG::Initiating ECO::People,Basic,
175,PMBOK6 - Core Terms,"During a retrospective, a project team discusses what worked well and what didn't. Which project document should be updated to capture this information?",Lessons learned register,KA::Integration PG::Executing ECO::Process,Basic,
176,PMBOK6 - Core Terms,A project manager wants to capture both tacit and explicit knowledge for future use. Which process should they focus on?,Manage Project Knowledge,KA::Integration PG::Executing ECO::Process,Basic,
177,PMBOK6 - Core Terms,What type of knowledge is most effectively shared through face-to-face conversation and storytelling?,Tacit knowledge,KA::Integration ECO::Process,Basic,
179,PMBOK6 - Core Terms,A project team uses a document repository and PMIS to store reports and procedures. What type of knowledge are they managing?,Explicit knowledge,KA::Integration ECO::Process,Basic,
195,PMBOK6 - Core Terms,What is the purpose of the Close Project or Phase process?,Finalize all activities,KA::Integration PG::Closing ECO::Process,Basic,
196,PMBOK6 - Core Terms,What is the key benefit of the Close Project or Phase process?,Archiving and releasing resources,KA::Integration PG::Closing ECO::Process,Basic,
197,PMBOK6 - Core Terms,Which document confirms deliverables were accepted?,Accepted deliverables,KA::Integration PG::Closing ECO::Process,Basic,
198,PMBOK6 - Core Terms,{{c1::Final report}} summarizes project performance at closure.,Final report,KA::Integration PG::Closing ECO::Process,Cloze,
199,PMBOK6 - Core Terms,{{c1::Lessons learned register}} is finalized at project close.,Lessons learned register,KA::Integration PG::Closing ECO::Process,Cloze,
200,PMBOK6 - Core Terms,What document outlines whether project benefits were achieved?,Benefits management plan,KA::Integration PG::Closing ECO::Business,Basic,
201,PMBOK6 - Core Terms,What is the purpose of meetings in project closure?,Confirm completion and gather lessons,KA::Integration PG::Closing ECO::People,Basic,
202,PMBOK6 - Core Terms,"When closing the project, the project manager reviews {{c1::the project management plan}} to ensure that all project work is completed and that the project has met its objectives.",the project management plan,KA::Integration PG::Closing ECO::Process, Cloze,
205,PMBOK6 - Core Terms,What document includes the high-level requirements used as input to Plan Scope Management?,Project Charter,KA::Scope PG::Planning ECO::Process,Basic,
206,PMBOK6 - Core Terms,"{{c1::Scope Management Plan}} describes how the scope will be defined, developed, monitored, controlled, and validated.",Scope Management Plan,KA::Scope PG::Planning ECO::Process,Cloze,
207,PMBOK6 - Core Terms,"{{c1::Requirements Management Plan}} describes how project and product requirements will be analyzed, documented, and managed.",Requirements Management Plan,KA::Scope PG::Planning ECO::Process,Cloze,
208,PMBOK6 - Core Terms,What technique is used in Plan Scope Management to compare scope approaches?,Alternatives analysis,KA::Scope PG::Planning ECO::Process,Basic,
211,PMBOK6 - Core Terms,{{c1::Prototyping}} is a method of obtaining early feedback on requirements by providing a model of the expected product.,Prototyping,KA::Scope PG::Planning ECO::Process,Cloze,
212,PMBOK6 - Core Terms,{{c1::Context diagrams}} visually depict the product scope by showing how people and systems interact with a business system.,Context diagrams,KA::Scope PG::Planning ECO::Process,Cloze,
213,PMBOK6 - Core Terms,{{c1::Nominal group technique}} is a structured form of brainstorming that uses a voting process to rank ideas.,Nominal group technique,KA::Scope PG::Planning ECO::People,Cloze,
214,PMBOK6 - Core Terms,What is the key benefit of the Define Scope process?,Defines boundaries and acceptance criteria,KA::Scope PG::Planning ECO::Process,Basic,
215,PMBOK6 - Core Terms,{{c1::Define Scope}} is the process of developing a detailed description of the project and product.,Define Scope,KA::Scope PG::Planning ECO::Process,Cloze,
216,PMBOK6 - Core Terms,"What document provides the detailed description of project deliverables, acceptance criteria, and exclusions?",Project scope statement,KA::Scope PG::Planning ECO::Process,Basic,
217,PMBOK6 - Core Terms,Which document is more detailed: project charter or project scope statement?,Project scope statement,KA::Scope PG::Planning ECO::Process,Basic,
218,PMBOK6 - Core Terms,What term describes what is specifically not included in a project's scope?,Project exclusions,KA::Scope PG::Planning ECO::Process,Basic,
219,PMBOK6 - Core Terms,{{c1::Product analysis}} is used to define products and services by asking and answering questions about their characteristics.,Product analysis,KA::Scope PG::Planning ECO::Process,Cloze,
221,PMBOK6 - Core Terms,"{{c1::Create WBS}} is the process of subdividing project deliverables and project work into smaller, more manageable components.",Create WBS,KA::Scope PG::Planning ECO::Process,Cloze,
224,PMBOK6 - Core Terms,{{c1::Decomposition}} is the technique used to break down the project scope into manageable parts.,Decomposition,KA::Scope PG::Planning ECO::Process,Cloze,
225,PMBOK6 - Core Terms,What is the scope baseline composed of?,"Scope statement, WBS, WBS dictionary.",KA::Scope PG::Planning ECO::Process,Basic,
228,PMBOK6 - Core Terms,"The key output of the Create WBS process is {{c1::the scope baseline}}, which becomes a component of {{c2::the project management plan}}.",scope baseline; project management plan,KA::Scope PG::Planning ECO::Process,Cloze,
229,PMBOK6 - Core Terms,"In an agile project, {{c1::epics}} are decomposed into {{c2::user stories}} during the WBS creation process.",epics; user stories,KA::Scope PG::Planning ECO::Process,Cloze,
232,PMBOK6 - Core Terms,What is the main output of the Validate Scope process?,Accepted deliverables,KA::Scope PG::Monitoring ECO::Process, Basic,
233,PMBOK6 - Core Terms,Which document is compared to actual results during Validate Scope to determine necessary actions?,Scope baseline,KA::Scope PG::Monitoring ECO::Process, Basic,
234,PMBOK6 - Core Terms,"{{c1::Inspection}} includes activities like measuring, examining, and validating deliverables to determine if acceptance criteria are met.",Inspection,KA::Scope PG::Monitoring ECO::Process, Cloze,
235,PMBOK6 - Core Terms,{{c1::Verified deliverables}} are deliverables completed and checked for correctness through the Control Quality process.,Verified deliverables,KA::Scope PG::Monitoring ECO::Process, Cloze,
236,PMBOK6 - Core Terms,What action is taken for deliverables that do not meet acceptance criteria?,They result in change requests for defect repair.,KA::Scope PG::Monitoring ECO::Process, Basic,
237,PMBOK6 - Core Terms,What type of decision-making technique may be used during Validate Scope?,Voting,KA::Scope PG::Monitoring ECO::Process, Basic,
238,PMBOK6 - Core Terms,{{c1::Accepted deliverables}} are deliverables that meet the acceptance criteria and are formally approved by the customer or sponsor.,Accepted deliverables,KA::Scope PG::Monitoring ECO::Process, Cloze,
239,PMBOK6 - Core Terms,What type of project document may be updated with validation results and lessons learned?,Lessons learned register,KA::Scope PG::Monitoring ECO::Process, Basic,
242,PMBOK6 - Core Terms,"{{c1::Scope creep}} is the uncontrolled expansion to product or project scope without adjustments to time, cost, and resources.",Scope creep,KA::Scope PG::Monitoring ECO::Process,Cloze,
243,PMBOK6 - Core Terms,What analysis technique is used in Control Scope to compare the baseline to actual results?,Variance analysis,KA::Scope PG::Monitoring ECO::Process,Basic,
244,PMBOK6 - Core Terms,What analysis technique examines project performance over time to identify trends?,Trend analysis,KA::Scope PG::Monitoring ECO::Process,Basic,
247,PMBOK6 - Core Terms,What is the main benefit of applying Project Schedule Management?,Timely project completion,KA::Schedule ECO::Process, Basic,
248,PMBOK6 - Core Terms,What does a schedule model represent in project management?,Plan for delivery over time,KA::Schedule ECO::Process, Basic,
249,PMBOK6 - Core Terms,What is the output when scheduling data is processed using a scheduling method and tool?,Project schedule,KA::Schedule ECO::Process, Basic,
250,PMBOK6 - Core Terms,Why is project scheduling important for stakeholder communication?,It sets timing expectations,KA::Schedule ECO::Business, Basic,
251,PMBOK6 - Core Terms,What type of planning accommodates new knowledge and change during the project?,Rolling wave planning,KA::Schedule PG::Planning, Basic,
252,PMBOK6 - Core Terms,{{c1::Critical path method}} is a scheduling technique used to determine the longest path.,Critical path method,KA::Schedule PG::Planning, Cloze,
253,PMBOK6 - Core Terms,What type of scheduling is based on adaptive life cycles and product backlogs?,Iterative scheduling,KA::Schedule PG::Planning, Basic,
254,PMBOK6 - Core Terms,{{c1::On-demand scheduling}} pulls tasks as resources become available.,On-demand scheduling,KA::Schedule PG::Planning, Cloze,
255,PMBOK6 - Core Terms,What is the primary goal of on-demand scheduling in Kanban systems?,Limit work in progress,KA::Schedule ECO::Process, Basic,
256,PMBOK6 - Core Terms,"In adaptive planning, why might a project plan need to change?",Priorities shift,KA::Schedule ECO::Business, Basic,
257,PMBOK6 - Core Terms,What does a flexible schedule model allow a project team to accommodate?,Risk and discoveries,KA::Schedule ECO::Business, Basic,
258,PMBOK6 - Core Terms,What project role stays consistent across predictive and adaptive methodologies?,Project manager,KA::Schedule ECO::People, Basic,
259,PMBOK6 - Core Terms,What is the purpose of the Plan Schedule Management process?,To define how the schedule will be managed,KA::Schedule PG::Planning ECO::Process,Basic,
260,PMBOK6 - Core Terms,What is the key output of the Plan Schedule Management process?,Schedule management plan,KA::Schedule PG::Planning ECO::Process,Basic,
261,PMBOK6 - Core Terms,{{c1::Alternatives analysis}} is used to determine the best scheduling methodology or level of detail.,Alternatives analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
262,PMBOK6 - Core Terms,{{c1::Expert judgment}} is used in the Plan Schedule Management process to leverage specialized knowledge.,Expert judgment,KA::Schedule PG::Planning ECO::People,Cloze,
263,PMBOK6 - Core Terms,What does the schedule management plan define regarding performance thresholds?,Control thresholds,KA::Schedule PG::Planning ECO::Process,Basic,
264,PMBOK6 - Core Terms,What type of project information includes staff hours or cubic yards?,Units of measure,KA::Schedule PG::Planning ECO::Process,Basic,
265,PMBOK6 - Core Terms,The {{c1::schedule management plan}} may define rules for earned value techniques such as SPI and SV.,schedule management plan,KA::Schedule PG::Planning ECO::Process,Cloze,
266,PMBOK6 - Core Terms,What input influences summary schedule milestones and is a source for the Plan Schedule Management process?,Project charter,KA::Schedule PG::Planning ECO::Business,Basic,
268,PMBOK6 - Core Terms,{{c1::Rolling wave planning}} is an iterative planning technique in which near-term work is planned in detail and future work at a higher level.,Rolling wave planning,KA::Schedule PG::Planning, Cloze,
269,PMBOK6 - Core Terms,What does the activity list include?,Activity ID and work description,KA::Schedule PG::Planning, Basic,
270,PMBOK6 - Core Terms,"{{c1::Activity attributes}} extend the description of activities by including components such as IDs, relationships, and constraints.",Activity attributes,KA::Schedule PG::Planning, Cloze,
271,PMBOK6 - Core Terms,What is the purpose of activity attributes?,To describe components related to an activity,KA::Schedule PG::Planning, Basic,
272,PMBOK6 - Core Terms,{{c1::Milestone list}} identifies significant events and indicates if they are mandatory or optional.,Milestone list,KA::Schedule PG::Planning, Cloze,
273,PMBOK6 - Core Terms,How long is a milestone's duration in a schedule?,Zero,KA::Schedule PG::Planning, Basic,
274,PMBOK6 - Core Terms,{{c1::Finish-to-start (FS)}} means the successor cannot start until the predecessor finishes.,Finish-to-start (FS),KA::Schedule PG::Planning,Cloze,
275,PMBOK6 - Core Terms,{{c1::Finish-to-finish (FF)}} means the successor cannot finish until the predecessor finishes.,Finish-to-finish (FF),KA::Schedule PG::Planning,Cloze,
276,PMBOK6 - Core Terms,{{c1::Start-to-start (SS)}} means the successor cannot start until the predecessor starts.,Start-to-start (SS),KA::Schedule PG::Planning,Cloze,
277,PMBOK6 - Core Terms,{{c1::Start-to-finish (SF)}} means the successor cannot finish until the predecessor starts.,Start-to-finish (SF),KA::Schedule PG::Planning,Cloze,
278,PMBOK6 - Core Terms,Editing cannot finish until writing finishes. What relationship is this?,Finish-to-finish,KA::Schedule PG::Planning,Basic,
279,PMBOK6 - Core Terms,Pouring concrete and leveling must start at the same time. What relationship is this?,Start-to-start,KA::Schedule PG::Planning,Basic,
280,PMBOK6 - Core Terms,You cannot shut down the old system until the new one starts. What relationship is this?,Start-to-finish,KA::Schedule PG::Planning,Basic,
281,PMBOK6 - Core Terms,"{{c1::Mandatory dependencies}} are legally or contractually required, or inherent to the work.",Mandatory dependencies,KA::Schedule PG::Planning,Cloze,
282,PMBOK6 - Core Terms,{{c1::Discretionary dependencies}} are based on best practices or specific project decisions.,Discretionary dependencies,KA::Schedule PG::Planning,Cloze,
283,PMBOK6 - Core Terms,{{c1::External dependencies}} are outside the project team's control.,External dependencies,KA::Schedule PG::Planning,Cloze,
284,PMBOK6 - Core Terms,{{c1::Internal dependencies}} are within the control of the project team.,Internal dependencies,KA::Schedule PG::Planning,Cloze,
285,PMBOK6 - Core Terms,A {{c1::lead}} is the amount of time a successor activity can be advanced with respect to a predecessor activity.,lead,KA::Schedule PG::Planning,Cloze,
286,PMBOK6 - Core Terms,A {{c1::lag}} is the amount of time a successor activity will be delayed with respect to a predecessor activity.,lag,KA::Schedule PG::Planning,Cloze,
287,PMBOK6 - Core Terms,Landscaping scheduled task starts 2 weeks before the punch list  is complete. What is this an example of?,Lead,KA::Schedule PG::Planning,Basic,
288,PMBOK6 - Core Terms,Editing scheduled task starts 15 days after writing scheduled task starts. What is this an example of?,Lag,KA::Schedule PG::Planning,Basic,
289,PMBOK6 - Core Terms,What is the purpose of the Sequence Activities process in project schedule management?,Define logical sequence of work,KA::Schedule PG::Planning ECO::Process,Basic,
290,PMBOK6 - Core Terms,What is the key benefit of the Sequence Activities process?,Efficiency in sequencing work,KA::Schedule PG::Planning ECO::Business,Basic,
291,PMBOK6 - Core Terms,What output visually represents logical relationships between project activities?,Project schedule network diagram,KA::Schedule PG::Planning ECO::Process,Basic,
292,PMBOK6 - Core Terms,{{c1::Project schedule network diagrams}} are used to depict logical relationships among project activities.,Project schedule network diagrams,KA::Schedule PG::Planning ECO::Process,Cloze,
293,PMBOK6 - Core Terms,{{c1::Path convergence}} occurs when an activity has multiple predecessor activities.,Path convergence,KA::Schedule PG::Planning ECO::Process,Cloze,
294,PMBOK6 - Core Terms,{{c1::Path divergence}} occurs when an activity has multiple successor activities.,Path divergence,KA::Schedule PG::Planning ECO::Process,Cloze,
297,PMBOK6 - Core Terms,Which technique uses historical data from similar projects to estimate duration?,Analogous estimating,KA::Schedule PG::Planning ECO::Process,Basic,
298,PMBOK6 - Core Terms,Which estimating technique multiplies units of work by time per unit?,Parametric estimating,KA::Schedule PG::Planning ECO::Process,Basic,
299,PMBOK6 - Core Terms,What is the three-point estimating formula using triangular distribution?,(tO + tM + tP) / 3,KA::Schedule PG::Planning ECO::Process,Basic,
300,PMBOK6 - Core Terms,What estimating technique involves decomposing work into detailed components?,Bottom-up estimating,KA::Schedule PG::Planning ECO::Process,Basic,
301,PMBOK6 - Core Terms,What does reserve analysis determine in duration estimating?,Contingency and management reserves,KA::Schedule PG::Planning ECO::Process,Basic,
303,PMBOK6 - Core Terms,What law describes how work expands to fill available time?,Parkinson's Law,KA::Schedule PG::Planning ECO::Process,Basic,
305,PMBOK6 - Core Terms,"{{c1::Duration estimates}} are quantitative assessments of the likely number of time periods that are required to complete an activity, a phase, or a project.",Duration estimates,KA::Schedule PG::Planning ECO::Process,Cloze,
311,PMBOK6 - Core Terms,{{c1::Bottom-up estimating}} is a method of estimating project duration or cost by aggregating the estimates of the lowerlevel components of the WBS.,Bottom-up estimating,KA::Schedule PG::Planning ECO::Process,Cloze,
316,PMBOK6 - Core Terms,{{c1::Triangular distribution}} is used when there is insufficient historical data or when using judgmental data.,Three-point estimating,KA::Schedule PG::Planning ECO::Process,Cloze,
318,PMBOK6 - Core Terms,"{{c1::Develop Schedule}} is the process of analyzing activity sequences, durations, resource requirements, and constraints to create a schedule model.",Develop Schedule,KA::Schedule PG::Planning ECO::Process,Cloze,
320,PMBOK6 - Core Terms,{{c1::Critical path method}} estimates the minimum project duration and determines schedule flexibility.,Critical path method,KA::Schedule PG::Planning ECO::Process,Cloze,
321,PMBOK6 - Core Terms,What does the critical path determine?,The shortest possible project duration.,KA::Schedule PG::Planning ECO::Process,Basic,
324,PMBOK6 - Core Terms,{{c1::Resource leveling}} adjusts start/finish dates based on resource constraints and may change the critical path.,Resource leveling,KA::Schedule PG::Planning ECO::Process,Cloze,
325,PMBOK6 - Core Terms,{{c1::Resource smoothing}} adjusts activities so resources don't exceed limits without changing the critical path.,Resource smoothing,KA::Schedule PG::Planning ECO::Process,Cloze,
326,PMBOK6 - Core Terms,{{c1::What-if scenario analysis}} evaluates scenarios to predict impact on project objectives.,What-if analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
327,PMBOK6 - Core Terms,"{{c1::Simulation}} uses risks and uncertainties to calculate schedule outcomes, often using Monte Carlo analysis.",Simulation,KA::Schedule PG::Planning ECO::Process,Cloze,
328,PMBOK6 - Core Terms,{{c1::Crashing}} adds resources to shorten schedule duration at least cost increase.,Crashing,KA::Schedule PG::Planning ECO::Process,Cloze,
329,PMBOK6 - Core Terms,{{c1::Fast tracking}} performs activities in parallel to reduce duration but may increase risk.,Fast tracking,KA::Schedule PG::Planning ECO::Process,Cloze,
330,PMBOK6 - Core Terms,{{c1::Schedule baseline}} is the approved schedule version used to compare against actual results.,Schedule baseline,KA::Schedule PG::Planning ECO::Process,Cloze,
332,PMBOK6 - Core Terms,{{c1::Bar charts}} show activities and durations graphically on a time scale.,Bar charts,KA::Schedule PG::Planning ECO::Process,Cloze,
334,PMBOK6 - Core Terms,{{c1::Project calendars}} identify working days and shifts for scheduled activities.,Project calendars,KA::Schedule PG::Planning ECO::Process,Cloze,
337,PMBOK6 - Core Terms,{{c1::PMIS}} includes scheduling software to generate dates from activity and resource data.,PMIS,KA::Schedule PG::Planning ECO::Process,Cloze,
340,PMBOK6 - Core Terms,"{{c1::What-if scenario}} analysis is the process of evaluating scenarios in order to predict their effect, positive or negative, on project objectives.",What-if scenario analysis,KA::Schedule PG::Planning ECO::Process,Cloze,
