deck,front,back,tags,note_type,media
PMBOK7::Performance Domains,"After analyzing a stakeholder's influence, attitude, and proximity to the project, what is the next step in the stakeholder engagement process?","Prioritize",Domain::Stakeholders ECO::Process,Basic,
PMBOK7::Performance Domains,"Stakeholders influence other performance domains by {{c1::defining requirements}}, shaping planning, determining acceptance criteria, and influencing outcomes.",,Domain::Stakeholders ECO::Process,Cloze,
PMBOK7::Performance Domains,"Movement along a stakeholder engagement continuum can indicate {{c1::the stakeholder's satisfaction or alignment}} with the project.",,Domain::Stakeholders ECO::Process,Cloze,
PMBOK7::Performance Domains,"Tools to detect stakeholder dissatisfaction include surveys, interviews, focus groups, {{c1::issue logs}}, and {{c1::risk registers}}.",,Domain::Stakeholders ECO::Process,Cloze,
PMBOK7::Performance Domains,"A project team where members take initiative, contribute beyond assigned roles, and feel responsible for project success is demonstrating what outcome of the Team Performance Domain?","Shared ownership",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"If team members routinely demonstrate active listening, conflict resolution, and motivational support for each other, what key outcome is being achieved?","Applicable leadership and interpersonal skills",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"A team that adapts to change, recovers from failure, collaborates effectively, and trusts each other is best described as what?","A high-performing team",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"The Team Performance Domain addresses activities and functions associated with the people responsible for {{c1::producing project deliverables}} that realize business outcomes.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"Project management focuses on {{c1::planning and monitoring work}}, while project leadership focuses on {{c1::influencing and motivating people}}.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"In a centralized environment, who typically holds accountability for project outcomes?","The project manager or another designated individual",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"In a distributed project environment, who may facilitate collaboration and decision making?","A team member acting as facilitator (role may rotate)",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Common aspects of team development include shared vision, clear roles, effective operations, guidance, and {{c1::growth}}.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"Project team culture may be established {{c1::deliberately via norms}} or {{c1::informally through team behavior}}.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"Project team culture {{c1::operates within but is distinct from}} the organization's culture.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"Being transparent about {{c1::biases}} enables a culture of openness, trust, and collaboration.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"A project manager gives bad news early, discloses risks honestly, and surfaces potential conflicts. This is an example of what cultural behavior?","Integrity",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"A team member openly shares how they approached a problem and invites feedback on their thinking. This demonstrates what behavior that fosters team culture?","Transparency",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Encouraging constructive discussion and working toward shared resolutions instead of 'winning' an argument demonstrates what behavior?","Positive discourse",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"A project manager listens actively, shows empathy, and removes impediments so others can succeed. What cultural value is being demonstrated?","Support",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"A junior team member suggests a new approach to a skeptical expert. What cultural behavior does this reflect?","Courage",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,Recognizing achievements in real-time supports motivation and reinforces what cultural behavior?,"Celebrating success",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"What is the key difference between dialogue and debate in project team interactions?","Dialogue -> collaborative resolution; Debate -> winning.",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Demonstrating appreciation for a team member's skills, thinking, and expertise supports which essential team cultural trait?","Respect",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"{{c1::Open communication}} fosters a safe environment for meetings, problem solving, and collaboration.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,A project team performs better when there is a {{c1::shared understanding}} of the project's purpose and benefits.,,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,Greater {{c1::ownership}} of project outcomes correlates with improved team performance.,,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"When {{c1::trust}} exists among team members, they are more likely to go the extra distance to deliver success.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,Teams that emphasize {{c1::collaboration}} generate more diverse ideas and achieve better outcomes than those that compete or work in silos.,,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,Project teams that demonstrate {{c1::adaptability}} are more effective in adjusting to their environment and situation.,,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,{{c1::Resilience}} enables teams to recover quickly from issues or failures.,,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"{{c1::Empowerment}} allows project team members to make decisions about how they work, leading to better performance.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,Teams that are {{c1::recognized}} for their work are more likely to sustain high performance.,,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"A project team is frequently pulled into urgent day-to-day issues. What leadership tool helps them stay aligned toward long-term goals?","A clear and collaboratively-developed project vision",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"A good project vision should summarize the project, {{c1::describe the best achievable outcome}}, create a shared mental image, and inspire passion.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"Critical thinking requires {{c1::disciplined, rational, logical, evidence-based thinking}} and includes activities like analyzing bias, patterns, and faulty logic.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"What are the pros and cons of group-based decision making in projects?","Pros: inclusive, greater buy-in. Cons: time-consuming, may interrupt workflow.",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Effective conflict resolution focuses on the {{c1::issue}}, not the person, and emphasizes {{c1::present/future}}, not the past.",,Domain::Team ECO::People,Cloze,
PMBOK7::Performance Domains,"What are the four domains of emotional intelligence?","Self-awareness, Self-management, Social awareness, Social skill",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"{{c1::Self-awareness}} involves recognizing one's own emotions, goals, motivations, strengths, and weaknesses.",,"Domain::Team ECO::People",Cloze,
PMBOK7::Performance Domains,"{{c1::Self-management}} is the ability to control impulses and think before acting, avoiding snap judgments.",,"Domain::Team ECO::People",Cloze,
PMBOK7::Performance Domains,"{{c1::Social awareness}} entails empathizing with others and reading nonverbal cues and emotions.",,"Domain::Team ECO::People",Cloze,
PMBOK7::Performance Domains,"{{c1::Social skill}} is the ability to build rapport, manage groups, and sustain effective relationships.",,"Domain::Team ECO::People",Cloze,
PMBOK7::Performance Domains,"Some models for emotional intelligence include a fifth area for {{c1::motivation}}.",,"Domain::Team ECO::People",Cloze,
PMBOK7::Performance Domains,"A critical piece of equipment has failed onsite. You have limited time to decide whether to repair it in-house or bring in an external vendor. There's no time for broad consultation. What kind of decision-making approach is most appropriate?","Unilateral—urgent, time-sensitive, low consult bandwidth",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Your team is brainstorming solutions to a complex problem, first independently generating ideas, then voting together. What decision-making approach is this?","Diverge/converge pattern",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Your team must choose between three development approaches, each with different timelines, costs, and stakeholder impacts. What's the most effective decision-making approach?","Group-based—high impact, multiple perspectives needed",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Two team members strongly disagree about the project scope. You create a safe space, use calm tone and neutral language, and encourage open dialogue. What conflict approach are you applying?","Keeping communication open and respectful",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"During a heated meeting, one member starts blaming another for a delay. You redirect the discussion to the issue at hand and avoid personal accusations. What conflict resolution strategy are you using?","Focus on the issues, not the people",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"A stakeholder brings up an old argument during a team disagreement. You steer the conversation back to the current situation and suggest leaving past events aside. What conflict strategy is this?","Focus on the present and future",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"Two developers clash over a technical decision. You facilitate a session where they collaboratively explore alternatives and seek a mutually beneficial solution. Which approach is being applied?","Search for alternatives together",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"You're leading a global team with limited in-person interaction. What techniques can foster collaboration and connectedness?","Use collaboration sites, video calls, messaging, and schedule bonding time",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"The project team knows the objectives and takes accountability for the deliverables. What outcome of the Team Performance Domain is being demonstrated?","Shared ownership",Domain::Team ECO::People,Basic,
PMBOK7::Performance Domains,"What four project factors should leadership styles be tailored to?","Team maturity, project familiarity, governance, team distribution","Domain::Team ECO::People",Basic,
PMBOK7::Performance Domains,"Any unique and verifiable product, result, or capability to perform a service that is required to be produced to complete a process, phase, or project.",Deliverable,"Domain::Development Approach ECO::Process",Basic,
PMBOK7::Performance Domains,"A method used to create and evolve the product, service, or result during the project life cycle, such as a predictive, adaptive, or hybrid method.",Development Approach,"Domain::Development Approach ECO::Process",Basic,
PMBOK7::Performance Domains,"A rhythm of activities conducted throughout the project.",Cadence,"Domain::Development Approach ECO::Process",Basic,
PMBOK7::Performance Domains,"A collection of logically related project activities that culminates in the completion of one or more deliverables.",Project Phase,"Domain::Life Cycle ECO::Process",Basic,
PMBOK7::Performance Domains,"The series of phases that a project passes through from its start to its completion.",Project Life Cycle,"Domain::Life Cycle ECO::Process",Basic,
PMBOK7::Performance Domains,"You're managing a project with physical, digital, and service deliverables. Your selected methods align well with the nature of each. What outcome of this performance domain is being demonstrated?","Development approaches consistent with project deliverables",Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"Your project phases are structured to guide the product from concept to deployment, ensuring continuous stakeholder involvement and value delivery. What outcome does this reflect?","Phases connect business and stakeholder value from start to finish",Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"You plan overlapping development and deployment phases to match a biweekly release schedule. What key outcome of this performance domain are you achieving?","Phases facilitate delivery cadence and development approach",Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"The Development Approach and Life Cycle Performance Domain addresses how a project's {{c1::development method}} and {{c1::cadence}} align with its phases.",,"Domain::Development Approach ECO::Process",Cloze,
PMBOK7::Performance Domains,Your team is redesigning an internal process. The deliverable is a final implementation expected only at the end of the project. What delivery cadence is being used?,Single delivery,Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"You're managing a pharmaceutical development project with sequential deliverables—trial results, registration, and launch. What delivery cadence does this describe?",Multiple delivery,Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,A development team releases updates to their software on a biweekly schedule. What delivery cadence does this represent?,Periodic delivery,Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"Your product team delivers new features to users as soon as they're tested and approved, often in small batches. What type of delivery cadence is this?",Continuous delivery,Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"A national museum is planning a new wing. All structural, design, and exhibit requirements have been thoroughly vetted and approved by regulatory bodies. The budget is fixed, and the museum board expects minimal changes once the work begins. What development approach is most suitable?","Predictive","Domain::Development Approach ECO::Process",Basic,
PMBOK7::Performance Domains,"Your team is building a wearable health device. The core software is still evolving based on user testing, but the hardware design and production process are tightly regulated and must follow predefined specs. What development approach fits best?","Hybrid","Domain::Development Approach ECO::Process",Basic,
PMBOK7::Performance Domains,"You're tasked with developing an app for a startup targeting a new market niche. Requirements are still forming, stakeholders plan to test early features with users, and functionality may pivot dramatically based on that feedback. What development approach is most appropriate?","Adaptive","Domain::Development Approach ECO::Process",Basic,
PMBOK7::Performance Domains,"What product-related factors influence the choice of development approach?","Innovation, requirements certainty, scope stability, ease of change, delivery options, risk, safety, regulations",Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"What project-level factors influence the choice of development approach?","Stakeholder involvement, schedule constraints, funding availability",Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"What organizational factors influence the choice of development approach?","Structure, culture, organizational capability, team size and location",Domain::Development Approach ECO::Process,Basic,
PMBOK7::Performance Domains,"Which project phase determines if the business case is valid and if the organization can deliver the intended outcome?",Feasibility,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"Which project phase involves planning and analysis that lead to the design of the deliverable?",Design,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"Which project phase includes construction of the deliverable with integrated quality assurance?",Build,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"Which project phase involves final quality review and inspection before go-live or acceptance?",Test,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"Which project phase puts deliverables into use and handles transition and benefits realization?",Deploy,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"Which project phase involves archiving knowledge, releasing the team, and closing contracts?",Close,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"A project delivers a large, safety-critical system with minimal room for changes midstream. Each phase (from feasibility to deployment) is executed once with formal sign-offs before proceeding. What development approach best fits this scenario?",Predictive,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"A project developing a mobile app releases an MVP with basic features, then adds modules like notifications, payment integration, and user profiles over time. Each build adds value but full functionality arrives only after the final release. What life cycle model is being used?",Incremental,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"After each iteration, a project team demos its latest functionality to users. The feedback leads to reprioritization and updated requirements for the next cycle. Some originally planned features are removed due to new discoveries. What kind of approach is being followed?",Adaptive,Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"What is a phase (or stage) gate review in a project life cycle?","Checkpoint before next phase",Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"What scheduling method focuses on continuous flow, minimizing waste, and optimizing throughput without defined phases?","Flow-based scheduling",Domain::Life Cycle ECO::Process,Basic,
PMBOK7::Performance Domains,"A quantitative assessment of the likely amount or outcome of a variable, such as project costs, resources, effort, or durations.",Estimate,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"Within the quality management system, accuracy is an assessment of correctness.",Accuracy,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"Within the quality management system, precision is an assessment of exactness.",Precision,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A method used to shorten the schedule duration for the least incremental cost by adding resources.",Crashing,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A schedule compression method in which activities or phases normally done in sequence are performed in parallel for at least a portion of their duration.",Fast Tracking,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The approved estimate for the project or any work breakdown structure (WBS) component or any schedule activity.",Budget,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A project team holds regular syncs, updates dependencies, and makes steady progress with few disruptions. What Planning Performance Domain outcome is this?","Organized, coordinated, deliberate progress",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"All planning artifacts—scope, budget, procurement, and schedule—are aligned and mutually consistent. What Planning outcome does this best describe?",Holistic project planning,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The team begins with vague requirements and refines them throughout delivery in response to feedback. Which Planning outcome does this reflect?",Elaboration of evolving information,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The project avoids overplanning early on. Plans are created only when needed, at the right level of detail. Which Planning outcome is demonstrated?",Appropriate time spent planning,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"Stakeholders say they're consistently informed and their expectations are met. What Planning outcome does this illustrate?",Planning supports stakeholder expectations,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"Project plans are regularly updated to reflect new risks and requirements. What Planning outcome is shown here?",Plans adapt to changing needs,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The features and functions that characterize a product, service, or result",Product scope,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The work performed to deliver a product, service, or result with the specified features and functions",Project scope,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A predictive project begins with a high-level deliverable and then breaks it down into detailed components. What technique might be used for this decomposition?",Work Breakdown Structure (WBS),Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"In an adaptive project, large themes are broken down into features and then into user stories. What is this process called?",Progressive elaboration (via backlog refinement),Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A team defers committing to decisions until the latest point that won't cause delay, to avoid waste. What planning strategy is this?",Last responsible moment,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An estimate characteristic that reflects the breadth of possible outcomes, typically broader early in the project and narrowing over time",Range,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The degree to which an estimate is correct or truthful",Accuracy,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The degree to which an estimate is exact, such as specifying 2 days instead of 'this week'",Precision,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An aspect of estimating that increases with relevant past experience and tends to be lower for novel technology",Confidence,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An estimate that presents a single number or amount, such as 36 months",Deterministic estimate,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An estimate that includes a range with associated probabilities, such as a weighted average or simulation output",Probabilistic estimate,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An estimate that uses specific numeric values like 120 hours or $5,000",Absolute estimate,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An estimate that expresses effort in comparison to known work, such as story points or planning poker",Relative estimate,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An estimate based on measuring cycle time and throughput to determine completion of a quantity of work",Flow-based estimate,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A method of refining estimates by adding time or cost reserves based on simulations of potential risks",Adjusting for uncertainty,Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A project manager runs a Monte Carlo simulation to analyze delivery delays and reports a 90% confidence level for a 7-month schedule with a ±2-week range. What type of estimating is this?","Probabilistic estimate",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"During sprint planning, the team compares a new feature to previous ones using numbered cards and assigns effort without referring to hours. What type of estimating is this?","Relative estimate",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"To estimate testing duration, a project lead calculates how many test cases the team completes per week and projects the timeline from that. What type of estimating is this?","Flow-based estimate",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"A {{c1::schedule}} is a model for executing the project's activities, including durations, dependencies, and other planning information.",,Domain::Planning ECO::Process,cloze,
PMBOK7::Performance Domains,"An activity whose duration can be reduced by adding more people or resources, up to a point.","Effort-driven activity",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"An activity whose duration does not change when more people are added.","Fixed-duration activity",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"Funds set aside to implement a risk response or to respond to risk events should they occur.","Contingency reserve",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"Funds set aside for unexpected activities related to in-scope work.","Management reserve",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The approved project estimates aggregated into a time-phased plan for when costs will be incurred.","Cost baseline",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"The total planned value of the project, including estimates, contingency, and management reserves.","Project budget",Domain::Planning ECO::Process,Basic,
PMBOK7::Performance Domains,"All documents used to solicit information, quotations, or proposals from prospective sellers.",Bid Documents,Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"Meetings with prospective sellers before bids to ensure shared understanding of the procurement.",Bidder Conference,Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"Knowledge that can be codified using symbols such as words, numbers, and pictures.",Explicit Knowledge,Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"Personal knowledge that is difficult to articulate and share, such as beliefs, experience, and insights.",Tacit Knowledge,Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"The project team regularly reflects on their workflows and implements small changes that result in smoother collaboration and fewer handoff delays.","Improved team capability due to continuous learning and process improvement",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"During a review, it's clear that activities are being completed on time, on budget, and in alignment with stakeholder expectations.","Efficient and effective project performance",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"After careful review, the team eliminates unnecessary status meetings and automates routine reporting to better fit the project culture and team size.","Project processes are appropriate for the project and the environment",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"The procurement lead coordinates closely with vendors to track shipment progress and ensure timely material delivery, avoiding site delays.","Effective management of procurements",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"Project communications are tailored—technical updates are sent to engineers, while executives receive high-level dashboards.","Appropriate communication with stakeholders",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"To reduce waste, the team improves inventory tracking and storage access so that physical materials are ready when needed.","Efficient management of physical resources",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"Work that does not contribute directly to the project's outcomes, such as mandatory but unproductive administrative tasks, is known as what?",Non-value-added work,Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"A stakeholder requests a late-stage design change that impacts both the schedule and budget. The project team evaluates the implications and presents options to the sponsor for decision. Which project work objective is being demonstrated?","Balancing competing constraints",Domain::Project Work ECO::People,Basic,
PMBOK7::Performance Domains,"A project manager notices a decline in team motivation and increasing rework. She reassesses workload balance and adjusts assignments to prevent burnout and sustain delivery. Which project work objective does this reflect?","Maintaining project team focus",Domain::Project Work ECO::People,Basic,
PMBOK7::Performance Domains,"Team members are fielding daily stakeholder requests for updates not covered in the communications plan. What does this indicate in terms of project work?","Insufficient communication planning",Domain::Project Work ECO::People,Basic,
PMBOK7::Performance Domains,"Shipments of critical equipment repeatedly arrive late, causing delays and excess handling. Which project work objective is being compromised?","Efficient management of physical resources",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"What are key objectives of managing physical resources during project work?","Reduce handling, wait time, scrap; improve safety",Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"After contract execution, a project manager ensures the selected vendor is included in stakeholder communications and performance tracking. Why is this important?",The vendor is now a project stakeholder,Domain::Project Work ECO::Process,Basic,
PMBOK7::Performance Domains,"A project using an adaptive approach keeps adding backlog items as fast as they complete them. What issue might this cause?","Uncontrolled backlog growth","Domain::Project Work ECO::Process",Basic,
PMBOK7::Performance Domains,"You're managing a predictive project. A stakeholder submits a scope change request. What must happen before changes are made?","Change control board review","Domain::Project Work ECO::Process",Basic,
PMBOK7::Performance Domains,"During a retrospective, the team proposes changes to improve efficiency. What is this an example of?","Process improvement","Domain::Project Work ECO::Process",Basic,
PMBOK7::Performance Domains,"What is the purpose of the product owner in adaptive projects regarding scope?","Prioritize backlog","Domain::Project Work ECO::Process",Basic,
PMBOK7::Performance Domains,"What's the difference between lessons learned and retrospectives?","Lessons = future improvement, retrospectives = iteration-specific changes","Domain::Project Work ECO::Process",Basic,
PMBOK7::Performance Domains,"Why is knowledge transfer important in temporary projects?","Preserve project learning","Domain::Project Work ECO::Process",Basic,
PMBOK7::Performance Domains,"A condition or capability that is necessary to be present in a product, service, or result to satisfy a business need.","Requirement","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A hierarchical decomposition of the total scope of work to be carried out by the project team to accomplish the project objectives and create the required deliverables.","Work Breakdown Structure (WBS)","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"The degree to which a set of inherent characteristics fulfills requirements.","Quality","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"All costs incurred over the life of the product by investment in preventing nonconformance to requirements, appraisal of the product or service for conformance to requirements, and failure to meet requirements.","Cost of Quality (COQ)","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A project's deliverables are released and generate the intended impact within the originally expected time frame. What outcome does this reflect?","Project benefits realized on schedule","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"After completion, a project's deliverables are well-received and fulfill stakeholder expectations. What delivery domain outcome is this?","Stakeholder satisfaction and acceptance","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"During project execution, the team is fully aligned on what the product must accomplish. What does this indicate about the project?","Clear understanding of requirements","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A completed project directly supports an organization's strategic goals and objectives. What does this reflect?","Contribution to business strategy","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"A project delivers its intended outcome, matching the reason it was initiated. What delivery domain outcome is demonstrated?","Project realizes intended outcomes","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"What project document justifies the project and shows how its outcomes align with business objectives?","Business case","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented requirements have only one possible interpretation. What is the term for this criteria?","Clear","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented requirements are stated in as few words as possible. What is the term for this criteria?","Concise","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented requirements have a way to verify they are met. What is the term for this criteria?","Verifiable","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented requirements contain no contradictions. What is the term for this criteria?","Consistent","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented requirements represent the entirety of current needs. What is the term for this criteria?","Complete","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Well-documented requirements can be recognized by a unique identifier. What is the term for this criteria?","Traceable","Domain::Delivery ECO::Process",Basic,
PMBOK7::Performance Domains,"Stakeholders cannot articulate needs clearly, so the team uses mock-ups and storyboards to uncover what users actually want. What requirements approach is being used?","Evolving","Domain::Delivery ECO::Process",Basic,
