deck,front,back,tags,note_type,media
AgilePG::Glossary,"A collection of lightweight agile software development methods focused on adaptability to a particular circumstance.",Crystal Family of Methodologies,Agile::Framework::Crystal,Basic,
AgilePG::Glossary,"A brief, daily collaboration meeting in which the team reviews progress from the previous day, declares intentions for the current day, and highlights any obstacles encountered or anticipated. Also known as daily standup.",Daily Scrum,Agile::Event::DailyStandUp,Basic,
AgilePG::Glossary,"A team’s checklist of all the criteria required to be met so that a deliverable can be considered ready for customer use.",Definition of Done,Agile::Practice::DefinitionOfDone,Basic,
AgilePG::Glossary,"A team’s checklist for a user-centric requirement that has all the information the team needs to be able to begin working on it.",Definition of Ready,Agile::Practice::DefinitionOfReady,Basic,
AgilePG::Glossary,"A collection of practices for creating a smooth flow of delivery by improving collaboration between development and operations staff",DevOps,Agile::Practice::DevOps,Basic,
AgilePG::Glossary,"A process decision framework that enables simplified process decisions around incremental and iterative solution delivery.",Disciplined Agile,Agile::Framework::DA,Basic,
AgilePG::Glossary,"A process that challenges underlying values and assumptions in order to better elaborate root causes and devise improved countermeasures rather than focusing only on symptoms.",Double Loop Learning,Agile::Mindset::Principle,Basic,
AgilePG::Glossary,"An agile project delivery framework that covers the full project lifecycle, emphasizing governance, collaboration, and timely delivery of business value.",Dynamic Systems Development Method,Agile::Framework::DSDM,Basic,
AgilePG::Glossary,"Openly credited as the first agile method that contains a specific component no other methods have: the focus on delivering multiple measurable value requirements to stakeholders.",Evolutionary Value Delivery,Agile::Lifecycle::Incremental,Basic,
AgilePG::Glossary,"An agile software development method that leads to higher quality software, a greater responsiveness to changing customer requirements, and more frequent releases in shorter cycles.",eXtreme Programming,Agile::Framework::XP,Basic,
AgilePG::Glossary,"A lightweight agile software development method driven from the perspective of features valued by clients.",Feature-Driven Development,Agile::Framework::FDD,Basic,
AgilePG::Glossary,"A product that is suitable for its intended purpose.",Fit for Purpose,Agile::Practice::Quality,Basic,
AgilePG::Glossary,"A product that is usable in its current form to achieve its intended purpose.",Fit for Use,Agile::Practice::Quality,Basic,
AgilePG::Glossary,"The coach for a team and service request manager working in a continuous flow or Kanban context. Equivalent to Scrum Master.",Flow Master,Agile::Role::FlowMaster,Basic,
AgilePG::Glossary,"A basic system or structure of ideas or facts that support an approach",Framework,Agile::Framework,Basic,
AgilePG::Glossary,"A specific behavior that a product or service should perform.",Functional Requirement,Agile::Artifact::Requirement,Basic,
AgilePG::Glossary,"A specific function that a system or application is required to perform. Typically represented in a functional specifications document.",Functional Specification,Agile::Artifact::Specification,Basic,
AgilePG::Glossary,"A strategic planning method that aligns company goals with daily activities through structured communication and continuous improvement.",Hoshin Kanri,Agile::Practice::Strategy,Basic,
AgilePG::Glossary,"A combination of two or more agile and non-agile elements, having a non-agile end result.",Hybrid Approach,Agile::Lifecycle::Hybrid,Basic,
AgilePG::Glossary,"An organizational improvement model that is named for the five phases it describes: initiating, diagnosing, establishing, acting, and learning.",IDEAL,Agile::Practice::ImprovementModel,Basic,
AgilePG::Glossary,"A strategic planning technique that acts as a roadmap to the organization while building new products.",Impact Mapping,Agile::Practice::Planning,Basic,
AgilePG::Glossary,"An obstacle that prevents the team from achieving its objectives. Also known as a blocker.",Impediment,Agile::Practice::Scrum,Basic,
AgilePG::Glossary,"A functional, tested, and accepted deliverable that is a subset of the overall project outcome.",Increment,Agile::Artifact::Increment,Basic,
AgilePG::Glossary,"An approach that provides finished deliverables that the customer may be able to use immediately.",Incremental Life Cycle,Agile::Lifecycle::Incremental,Basic,
AgilePG::Glossary,"A visible, physical display that provides information to the rest of the organization enabling up-to-the-minute knowledge sharing without having to disturb the team.",Information Radiator,Agile::Practice::Communication,Basic,
AgilePG::Glossary,"Refers to a person with a single deep area of specialization and no interest or skill in the rest of the skills required by the team.",I-shaped,Agile::Role::SkillProfile,Basic,
AgilePG::Glossary,"A timeboxed cycle of development on a product or deliverable in which all of the work that is needed to deliver value is performed.",Iteration,Agile::Event::Iteration,Basic,
AgilePG::Glossary,"An approach that allows feedback for unfinished work to improve and modify that work.",Iterative Life Cycle,Agile::Lifecycle::Iterative,Basic,
AgilePG::Glossary,"Events aimed at improvement of the system.",Kaizen Events,Agile::Practice::ContinuousImprovement,Basic,
AgilePG::Glossary,"A visualization tool that enables improvements to the flow of work by making bottlenecks and work quantities visible.",Kanban Board,Agile::Practice::Kanban,Basic,
AgilePG::Glossary,"An agile method inspired by the original Kanban inventory control system and used specifically for knowledge work.",Kanban Method,Agile::Framework::Kanban,Basic,
AgilePG::Glossary,"Large-Scale Scrum is a product development framework that extends Scrum with scaling guidelines while preserving the original purposes of Scrum.",Large Scale Scrum,Agile::Framework::LeSS,Basic,
AgilePG::Glossary,"Lean software development is an adaptation of lean manufacturing principles and practices to the software development domain and is based on a set of principles and practices for achieving quality, speed, and customer alignment.",Lean Software Development,Agile::Framework::Lean,Basic,
AgilePG::Glossary,"The process through which a product is imagined, created, and put into use.",Life Cycle,Agile::Lifecycle,Basic,
AgilePG::Glossary,"A technique in which multiple team members focus simultaneously and coordinate their contributions on a particular work item.",Mobbing,Agile::Practice::Collaboration,Basic,
AgilePG::Glossary,"The preferences of an organization on a set of scales characterized by the following core values: exploration versus execution, speed versus stability, quantity versus quality, and flexibility versus predictability.",Organizational Bias,Agile::Org,Basic,
AgilePG::Glossary,"A comprehensive, cyclic, and structured approach for transitioning individuals, groups, and organizations from the current state to a future state with intended business benefits.",Organizational Change Management,Agile::Org::ChangeManagement,Basic,
AgilePG::Glossary,"Pair work that is focused on programming.",Pair Programming,Agile::Practice::XP,Basic,
AgilePG::Glossary,"A technique of pairing two team members to work simultaneously on the same work item. Also known as pairing.",Pair Work,Agile::Practice::Collaboration,Basic,
AgilePG::Glossary,"An archetype user representing a set of similar end users described with their goals, motivations, and representative personal characteristics.",Personas,Agile::Practice::Requirement,Basic,
AgilePG::Glossary,"A planned course correction designed to test a new hypothesis about the product or strategy.",Pivot,Agile::Practice::LeanStartup,Basic,
AgilePG::Glossary,"An iterative management method used in organizations to facilitate the control and continual improvement of processes and products.",Plan-Do-Check-Act,Agile::Practice::ContinuousImprovement,Basic,
AgilePG::Glossary,"An approach to work management that utilizes a work plan and management of that work plan throughout the life cycle of a project. Also known as Plan-Driven Approach.",Predictive Approach,Agile::Lifecycle::Predictive,Basic,
AgilePG::Glossary,"A more traditional approach, with the bulk of planning occurring up-front, then executing in a single pass; a sequential process.",Predictive Life Cycle,Agile::Lifecycle::Predictive,Basic,
AgilePG::Glossary,"A management structure that standardizes the project-related governance processes and facilitates the sharing of resources, methodologies, tools, and techniques.",Project Management Office,Agile::Org::PMO,Basic,
AgilePG::Glossary,"An ordered list of user-centric requirements that a team maintains for a product.",Product Backlog,Agile::Artifact::Backlog,Basic,
AgilePG::Glossary,"A person responsible for maximizing the value of the product and who is ultimately responsible and accountable for the end product that is built. Equivalent to Service Request Manager.",Product Owner,Agile::Role::ProductOwner,Basic,
AgilePG::Glossary,"The iterative process of increasing the level of detail in a project management plan as greater amounts of information and more accurate estimates become available.",Progressive Elaboration,Agile::Practice::Planning,Basic,
AgilePG::Glossary,"A product quality technique whereby the design of a product is improved by enhancing its maintainability and other desired attributes without altering its expected behavior.",Refactoring,Agile::Practice::Quality,Basic,
AgilePG::Glossary,"A regularly occurring workshop in which participants explore their work and results in order to improve both process and product.",Retrospective,Agile::Event::Retrospective,Basic,
AgilePG::Glossary,"An iterative planning technique in which the work to be accomplished in the near term is planned in detail, while the work in the future is planned at a higher level.",Rolling Wave Planning,Agile::Practice::Planning,Basic,
AgilePG::Glossary,"A knowledge base of integrated patterns for enterprise-scale lean–agile development.",Scaled Agile Framework,Agile::Framework::SAFe,Basic,
AgilePG::Glossary,"An agile framework for developing and sustaining complex products, with specific roles, events, and artifacts.",Scrum,Agile::Framework::Scrum,Basic,
AgilePG::Glossary,"A management framework that emerges when teams employ Scrum as the chosen way of working and use the Kanban Method as a lens through which to view, understand, and continuously improve how they work.",Scrumban,Agile::Framework::Scrumban,Basic,
AgilePG::Glossary,"An information radiator that is utilized to manage the product and sprint backlogs and show the flow of work and its bottlenecks.",Scrum Board,Agile::Artifact::Board,Basic,
AgilePG::Glossary,"The coach of the development team and process owner in the Scrum framework. Removes obstacles, facilitates productive events and defends the team from disruptions. Equivalent to Flow Master.",Scrum Master,Agile::Role::ScrumMaster,Basic,
AgilePG::Glossary,"A technique to operate Scrum at scale for multiple teams working on the same product, coordinating discussions of progress on their interdependencies, and focusing on how to integrate the delivery of software, especially in areas of overlap.",Scrum of Scrums,Agile::Event::ScrumOfScrums,Basic,
AgilePG::Glossary,"Describes the combination of development team, scrum master, and process owner used in Scrum.",Scrum Team,Agile::Role::ScrumTeam,Basic,
AgilePG::Glossary,"A cross-functional team in which people fluidly assume leadership as needed to achieve the team’s objectives.",Self-Organizing Team,Agile::Role::Team,Basic,
AgilePG::Glossary,"The practice of leading through service to the team, by focusing on understanding and addressing the needs and development of team members in order to enable the highest possible team performance.",Servant Leadership,Agile::Mindset::Principle,Basic,
AgilePG::Glossary,"The person responsible for ordering service requests to maximize value in a continuous flow or Kanban environment. Equivalent to product owner.",Service Request Manager,Agile::Role::FlowMaster,Basic,
AgilePG::Glossary,"An organization structured in such a way that it only manages to contribute a subset of the aspects required for delivering value to customers. Contrasts with Value Stream.",Siloed Organization,Agile::Org,Basic,
AgilePG::Glossary,"The practice of attempting to solve problems by just using specific predefined methods, without challenging the methods in light of experience.",Single Loop Learning,Agile::Mindset::Principle,Basic,
AgilePG::Glossary,"The practice of using a lightweight set of tests to ensure that the most important functions of the system under development work as intended.",Smoke Testing,Agile::Practice::Testing,Basic,
AgilePG::Glossary,"A collaborative approach to defining requirements and business-oriented functional tests for software products based on capturing and illustrating requirements using realistic examples instead of abstract statements.",Specification by Example,Agile::Practice::SpecificationByExample,Basic,
AgilePG::Glossary,"A short time interval within a project, usually of fixed length, during which a team conducts research or prototypes an aspect of a solution to prove its viability.",Spike,Agile::Practice::Exploration,Basic,
AgilePG::Glossary,"Describes a timeboxed iteration in Scrum.",Sprint,Agile::Event::Sprint,Basic,
AgilePG::Glossary,"A list of work items identified by the Scrum team to be completed during the Scrum sprint.",Sprint Backlog,Agile::Artifact::Backlog,Basic,
AgilePG::Glossary,"A collaborative event in Scrum in which the Scrum team plans the work for the current sprint.",Sprint Planning,Agile::Event::SprintPlanning,Basic,
AgilePG::Glossary,"A unit-less measure used in relative user story estimation techniques.",Story Point,Agile::Metric::Estimation,Basic,
AgilePG::Glossary,"A technique in which multiple team members focus collectively on resolving a specific impediment.",Swarming,Agile::Practice::Collaboration,Basic,
AgilePG::Glossary,"The deferred cost of work not done at an earlier point in the product life cycle.",Technical Debt,Agile::Practice::Quality,Basic,
AgilePG::Glossary,"A technique where tests are defined before work is begun, so that work in progress is validated continuously, enabling work with a zero defect mindset.",Test-Driven Development,Agile::Practice::TDD,Basic,
AgilePG::Glossary,"A fixed period of time, for example, 1 week, 1 fortnight, 3 weeks, or 1 month.",Timebox,Agile::Practice::Timeboxing,Basic,
AgilePG::Glossary,"Refers to a person with one deep area of specialization and broad ability in the rest of the skills required by the team.",T-shaped,Agile::Role::SkillProfile,Basic,
AgilePG::Glossary,"A brief description of deliverable value for a specific user. It is a promise for a conversation to clarify details.",User Story,Agile::Artifact::Requirement,Basic,
AgilePG::Glossary,"A visual practice for organizing work into a useful model to help understand the sets of high-value features to be created over time, identify omissions in the backlog, and effectively plan releases that deliver value to users.",User Story Mapping,Agile::Practice::Planning,Basic,
AgilePG::Glossary,"The process of enhancing the user experience by focusing on improving the usability and accessibility to be found in the interaction between the user and the product.",UX Design,Agile::Practice::Design,Basic,
AgilePG::Glossary,"An organizational construct that focuses on the flow of value to customers through the delivery of specific products or services.",Value Stream,Agile::Org::ValueStream,Basic,
AgilePG::Glossary,"A lean enterprise technique used to document, analyze, and improve the flow of information or materials required to produce a product or service for a customer.",Value Stream Mapping,Agile::Practice::Lean,Basic,
