ID,deck,front,back,tags,note_type,media
91,PMBOK6::Risk,What does the updated risk register include?,Chosen strategies and contingency plans,"KA::Risk,PG::Planning",Basic,
92,PMBOK6::Risk,{{c1::Fallback plans}} are developed when primary responses may be inadequate.,,"KA::Risk,PG::Planning",Cloze,
93,PMBOK6::Risk,What does the updated risk report reflect?,Agreed responses and expected changes,"KA::Risk,PG::Planning",Basic,
94,PMBOK6::Risk,"After escalation, who owns a threat?","Program, portfolio, or other relevant org level","KA::Risk,PG::Planning",Basic,
95,PMBOK6::Risk,What does the 'Avoid' strategy aim to do with a threat?,Eliminate threat or its impact,"KA::Risk,PG::Planning",Basic,
96,PMBOK6::Risk,Give an example of an 'Avoid' strategy action.,Change schedule or scope to remove threat,"KA::Risk,PG::Planning",Basic,
97,PMBOK6::Risk,How does the 'Transfer' strategy address threats?,Shifts risk to third party,"KA::Risk,PG::Planning",Basic,
98,PMBOK6::Risk,Give an example of a 'Transfer' action.,"Insurance, warranties, or performance bonds","KA::Risk,PG::Planning",Basic,
99,PMBOK6::Risk,How does the 'Mitigate' strategy reduce threats?,Reduces probability or impact,"KA::Risk,PG::Planning",Basic,
100,PMBOK6::Risk,What is an example of mitigation?,"Redundancy, prototypes, or more testing","KA::Risk,PG::Planning",Basic,
101,PMBOK6::Risk,What does it mean to 'Accept' a threat?,No proactive action taken,"KA::Risk,PG::Planning",Basic,
102,PMBOK6::Risk,What is active acceptance of a threat?,Setting contingency reserves,"KA::Risk,PG::Planning",Basic,
103,PMBOK6::Risk,Why would an opportunity be escalated?,It's outside project scope or PM authority,"KA::Risk,PG::Planning",Basic,
104,PMBOK6::Risk,Who owns escalated opportunities?,"Program, portfolio, or org-level owner","KA::Risk,PG::Planning",Basic,
105,PMBOK6::Risk,What does the 'Exploit' strategy do?,Guarantees opportunity happens,"KA::Risk,PG::Planning",Basic,
106,PMBOK6::Risk,Example of exploiting an opportunity?,Use top talent or new tech to ensure benefit,"KA::Risk,PG::Planning",Basic,
107,PMBOK6::Risk,What does the 'Share' strategy involve?,Third party shares benefit of opportunity,"KA::Risk,PG::Planning",Basic,
108,PMBOK6::Risk,Example of sharing an opportunity?,Joint ventures or risk-sharing partnerships,"KA::Risk,PG::Planning",Basic,
109,PMBOK6::Risk,What does the 'Enhance' strategy do?,Increase probability or impact,"KA::Risk,PG::Planning",Basic,
110,PMBOK6::Risk,How might a team enhance an opportunity?,Add resources or emphasize causes,"KA::Risk,PG::Planning",Basic,
111,PMBOK6::Risk,What is the 'Accept' strategy for opportunities?,Acknowledge but take no action,"KA::Risk,PG::Planning",Basic,
112,PMBOK6::Risk,What is active acceptance for an opportunity?,Set aside reserves to seize opportunity,"KA::Risk,PG::Planning",Basic,
113,PMBOK6::Risk,What are contingent response strategies used for?,Executed only under predefined trigger conditions,"KA::Risk,PG::Planning",Basic,
114,PMBOK6::Risk,What is the 'Avoid' strategy for overall project risk?,Reduce negative effect to stay within thresholds,"KA::Risk,PG::Planning",Basic,
115,PMBOK6::Risk,Extreme form of overall risk avoidance?,Project cancellation,"KA::Risk,PG::Planning",Basic,
116,PMBOK6::Risk,What is the 'Exploit' strategy for overall risk?,Capture positive effect of uncertainty,"KA::Risk,PG::Planning",Basic,
117,PMBOK6::Risk,Example of exploiting overall project risk?,Add high-benefit scope,"KA::Risk,PG::Planning",Basic,
118,PMBOK6::Risk,What does 'Transfer/share' mean for overall risk?,Shift or share risk with third party,"KA::Risk,PG::Planning",Basic,
119,PMBOK6::Risk,Example of transfer/share of overall risk?,"Joint venture, collaborative structure","KA::Risk,PG::Planning",Basic,
120,PMBOK6::Risk,What does 'Mitigate/enhance' do for overall risk?,Adjusts project to optimize outcomes,"KA::Risk,PG::Planning",Basic,
121,PMBOK6::Risk,Example of mitigate/enhance overall risk?,"Replanning, resource shift, delivery change","KA::Risk,PG::Planning",Basic,
122,PMBOK6::Risk,What does 'Accept' mean for overall risk?,"No action, continue as defined","KA::Risk,PG::Planning",Basic,
123,PMBOK6::Risk,What is active acceptance for overall risk?,Establish contingency reserves,"KA::Risk,PG::Planning",Basic,
124,PMBOK6::Risk,What is the purpose of the Implement Risk Responses process?,Execute risk responses,"KA::Risk,PG::Executing",Basic,
125,PMBOK6::Risk,Implement Risk Responses ensures that {{c1::agreed-upon responses}} are executed to address overall and individual risks.,,"KA::Risk,PG::Executing",Cloze,
126,PMBOK6::Risk,A common problem is planning risk responses but taking {{c1::no action}} to implement them.,,"KA::Risk,PG::Executing",Cloze,
127,PMBOK6::Risk,Effective implementation requires effort from {{c1::risk owners}} to manage threats and opportunities.,,"KA::Risk,PG::Executing",Cloze,
128,PMBOK6::Risk,Monitor Risks uses performance info to determine if {{c1::implemented risk responses are effective}}.,,"KA::Risk,PG::Monitoring",Cloze,
129,PMBOK6::Risk,Monitor Risks also checks if the {{c1::overall project risk level has changed}}.,,"KA::Risk,PG::Monitoring",Cloze,
130,PMBOK6::Risk,Monitor Risks checks if project assumptions are still {{c1::valid}} and risk strategy is still {{c2::appropriate}}.,,"KA::Risk,PG::Monitoring",Cloze,
131,PMBOK6::Risk,Technical performance analysis compares actual results against {{c1::technical targets}} like weight or defect rates.,,"KA::Risk,PG::Monitoring",Cloze,
132,PMBOK6::Risk,"Meetings during Monitor Risks include {{c1::risk reviews}}, which examine risk response effectiveness and identify new risks.",,"KA::Risk,PG::Monitoring",Cloze,
