ID,deck,front,back,tags,note_type,media
39,PMBOK6::Resource,Rewards are most effective when they satisfy a {{c1::valued individual need}}.,,KA::Resource,Cloze,
40,PMBOK6::Resource,What is the goal of conflict management?,Timely and constructive conflict resolution,KA::Resource,Basic,
41,PMBOK6::Resource,What does motivation provide in a team setting?,A reason to act and engage in decision making,KA::Resource,Basic,
42,PMBOK6::Resource,How does negotiation benefit the team?,Builds trust and achieves consensus,KA::Resource,Basic,
43,PMBOK6::Resource,What is the purpose of team building activities?,Enhance collaboration and social relations,KA::Resource,Basic,
44,PMBOK6::Resource,Team building should be a {{c1::continuous process}} throughout the project.,,KA::Resource,Cloze,
45,PMBOK6::Resource,{{c1::Colocation}} involves placing team members in the same location to improve collaboration.,,KA::Resource,Cloze,
46,PMBOK6::Resource,What is the Tuckman ladder?,A model describing team development stages,KA::Resource,Basic,
47,PMBOK6::Resource,This phase is where the team members meet and learn about the project and their formal roles and responsibilities. Team members tend to be independent and not as open in this phase.,Forming,KA::Resource,Basic,
48,PMBOK6::Resource,"During this phase, the team begins to address project work and decisions, but conflict may arise if collaboration is weak.",Storming,KA::Resource,Basic,
49,PMBOK6::Resource,"In this phase, team members begin to adjust habits and trust each other.",Norming,KA::Resource,Basic,
50,PMBOK6::Resource,Teams that reach this phase function as a well-organized unit and resolve issues effectively.,Performing,KA::Resource,Basic,
51,PMBOK6::Resource,This phase involves wrapping up the project and releasing staff or transitioning them to other work.,Adjourning,KA::Resource,Basic,
52,PMBOK6::Resource,"High-performing teams are characterized by {{c1::open communication, trust, and collaborative problem solving}}.",,KA::Resource,Cloze,
53,PMBOK6::Resource,Retreating from an actual or potential conflict situation; postponing the issue to be resolved later,Withdraw/Avoid,KA::Resource,Basic,
54,PMBOK6::Resource,Emphasizing areas of agreement and conceding to maintain harmony,Smooth/Accommodate,KA::Resource,Basic,
55,PMBOK6::Resource,Searching for mutually acceptable solutions that partially satisfy all parties.,Compromise/Reconcile,KA::Resource,Basic,
56,PMBOK6::Resource,Pushing one's viewpoint at the expense of others; win-lose enforcement,Force/Direct,KA::Resource,Basic,
57,PMBOK6::Resource,Open dialogue to reach consensus and commitment; incorporates multiple perspectives.,Collaborate/Problem Solve,KA::Resource,Basic,
58,PMBOK6::Resource,"{{c1::Emotional intelligence}} is the ability to identify, assess, and manage the emotions of oneself and others.",Emotional intelligence,KA::Resource,Cloze,
59,PMBOK6::Resource,{{c1::Leadership}} is the ability to lead a team and inspire them to do their jobs well.,Leadership,KA::Resource,Cloze,
60,PMBOK6::Resource,"{{c1::Performance reviews}} measure, compare, and analyze planned resource utilization to actual resource utilization.",Performance reviews,KA::Resource PG::Monitoring,Cloze,
